genre,price,release_date,rating,publisher
Adventure,30.17,2020-11-27,5.3,Valve
Action,47.71,2012-02-03,8.6,Microsoft
Simulation,8.14,2013-11-25,4.0,Nintendo
Adventure,58.65,2016-02-27,5.7,EA
RPG,57.86,2020-06-29,7.1,Nintendo
Action,9.82,2023-06-17,7.8,Valve
Action,17.97,2021-02-12,2.6,Indie Studio
Action,6.01,2021-02-22,6.1,Valve
RPG,16.3,2014-08-03,9.2,Sony
RPG,48.96,2011-07-14,9.7,Valve
Strategy,22.7,2022-04-02,6.9,Ubisoft
Sports,5.3,2020-06-28,9.9,Sony
Adventure,20.53,2015-04-03,6.1,Nintendo
Strategy,58.88,2024-02-28,5.0,Valve
Adventure,37.78,2010-03-20,6.0,Microsoft
Sports,24.97,2023-07-01,2.0,Ubisoft
RPG,9.99,2019-12-27,4.6,Sony
Sports,59.17,2012-10-28,5.1,Ubisoft
RPG,49.25,2015-09-04,8.6,Sony
Sports,16.89,2022-06-12,7.8,Sony
Strategy,4.2,2014-01-24,6.4,Sony
Simulation,3.4,2016-02-24,4.1,Microsoft
Strategy,7.22,2014-03-31,2.7,Nintendo
Adventure,34.85,2023-02-07,4.1,Sony
Strategy,55.73,2022-10-27,7.1,Sony
Action,29.8,2015-01-04,3.4,Ubisoft
Adventure,50.58,2020-04-09,4.8,Sony
Sports,26.75,2022-12-06,4.5,Nintendo
Adventure,42.52,2015-07-25,7.9,Indie Studio
Simulation,43.91,2022-03-18,9.0,Microsoft
RPG,10.44,2020-07-23,7.3,Microsoft
Sports,21.67,2015-12-23,4.1,Ubisoft
Adventure,38.24,2022-03-28,4.9,Indie Studio
Sports,4.24,2015-09-26,2.3,Sony
Sports,21.69,2020-09-08,2.5,Ubisoft
Sports,32.09,2018-04-21,2.5,Microsoft
RPG,59.77,2014-03-29,2.2,Nintendo
Strategy,28.47,2024-06-01,2.6,Ubisoft
Sports,48.96,2011-01-03,2.8,Nintendo
Action,25.92,2010-03-06,2.0,Indie Studio
Simulation,47.78,2019-01-13,6.8,Indie Studio
RPG,35.72,2023-04-12,9.9,Valve
Adventure,53.2,2015-07-29,8.9,Sony
RPG,24.66,2017-11-03,1.4,Nintendo
Adventure,36.26,2015-02-20,4.8,Sony
RPG,37.8,2023-04-14,8.7,Indie Studio
Adventure,25.04,2016-02-07,2.2,Nintendo
Sports,8.66,2011-08-20,8.6,EA
Strategy,5.61,2019-11-16,6.3,Indie Studio
Adventure,1.0,2017-04-28,9.4,EA
Adventure,52.41,2020-08-25,8.9,EA
Action,14.19,2019-08-08,7.1,Indie Studio
Adventure,12.69,2015-01-09,6.9,Nintendo
Action,44.16,2013-10-27,2.9,Microsoft
Simulation,19.2,2014-05-06,2.1,Microsoft
Sports,30.36,2010-04-22,4.7,Sony
Action,9.75,2011-03-29,2.7,EA
Strategy,57.58,2017-09-04,1.9,Sony
Sports,51.09,2017-03-16,3.7,Nintendo
Action,51.83,2015-12-27,8.7,Sony
Sports,24.41,2024-09-02,1.2,Sony
Sports,45.74,2021-11-27,3.6,EA
Sports,8.63,2015-06-28,4.8,Indie Studio
Simulation,0.52,2013-12-30,5.6,Microsoft
Strategy,1.2,2015-04-27,2.6,Ubisoft
RPG,35.2,2019-07-26,9.7,Valve
RPG,27.32,2024-11-05,6.2,Nintendo
Action,31.08,2015-02-01,5.7,Nintendo
Sports,0.45,2024-03-24,1.1,Nintendo
Action,25.36,2010-03-03,5.4,Valve
Simulation,43.08,2014-02-03,8.5,Ubisoft
Simulation,26.56,2013-03-26,3.0,Microsoft
Adventure,43.93,2023-06-03,4.2,Sony
Simulation,13.98,2017-08-20,1.2,Microsoft
Adventure,48.79,2015-02-19,9.8,Nintendo
Strategy,35.31,2016-01-18,1.6,Sony
Action,12.65,2022-09-11,9.1,EA
Strategy,14.2,2022-12-05,3.8,Microsoft
Simulation,37.68,2010-04-16,6.3,EA
Strategy,49.8,2013-02-28,7.1,EA
Strategy,24.94,2019-05-22,2.3,Indie Studio
Strategy,15.5,2021-03-11,5.0,Microsoft
Simulation,52.02,2014-09-05,3.9,Nintendo
Sports,40.16,2017-09-24,1.5,Valve
Strategy,26.89,2020-09-30,8.5,Nintendo
Adventure,29.27,2015-03-24,1.4,EA
Simulation,12.26,2015-08-12,6.9,EA
Strategy,37.61,2022-03-23,3.8,Nintendo
Sports,21.52,2013-06-28,2.7,Valve
Simulation,59.74,2012-08-03,7.0,Valve
RPG,28.81,2020-09-09,6.2,Indie Studio
Sports,29.15,2016-02-06,3.8,Sony
Adventure,33.95,2020-05-24,5.6,Ubisoft
Strategy,55.01,2010-10-20,3.2,EA
RPG,48.05,2022-10-24,8.8,Valve
RPG,27.07,2016-02-01,3.8,Microsoft
Simulation,43.12,2020-11-17,3.2,Indie Studio
RPG,35.17,2016-10-27,7.8,EA
Adventure,29.54,2016-10-11,1.2,Ubisoft
Adventure,11.54,2023-04-23,3.4,Microsoft
Action,27.84,2020-03-18,4.4,EA
Adventure,14.75,2024-10-14,8.9,Indie Studio
Sports,54.89,2011-03-04,9.6,Indie Studio
RPG,20.12,2018-02-20,7.4,Valve
Adventure,57.14,2010-04-17,5.4,Sony
Simulation,31.98,2019-11-29,6.8,Nintendo
Action,37.89,2023-01-07,4.7,Indie Studio
RPG,32.58,2019-02-16,3.7,Microsoft
Action,7.76,2020-12-06,9.6,Nintendo
RPG,22.55,2024-06-14,2.0,Valve
Simulation,5.95,2013-05-10,4.1,Valve
Action,37.38,2020-12-18,9.1,Microsoft
Strategy,26.81,2021-08-21,7.5,Ubisoft
Sports,46.68,2019-03-23,1.3,Indie Studio
Sports,13.23,2012-06-14,1.2,Microsoft
RPG,9.87,2020-09-10,5.6,EA
Strategy,24.38,2014-06-09,5.4,Ubisoft
Action,55.6,2023-12-07,5.0,Nintendo
Strategy,42.63,2020-07-30,3.7,EA
Strategy,25.14,2016-04-11,9.9,Ubisoft
Action,31.04,2024-11-02,3.4,Nintendo
Simulation,5.05,2013-10-17,5.4,EA
Strategy,59.07,2020-09-04,4.6,Sony
Strategy,39.98,2019-11-02,2.5,Indie Studio
Simulation,17.12,2016-08-30,2.8,Microsoft
Strategy,35.15,2017-09-07,9.3,Microsoft
Strategy,6.57,2019-04-07,8.7,Microsoft
Strategy,57.95,2013-07-25,2.8,Sony
Sports,10.49,2012-01-29,8.9,Indie Studio
Adventure,38.88,2012-01-17,2.9,Ubisoft
Simulation,14.73,2011-08-16,6.6,Indie Studio
Strategy,43.05,2017-11-26,1.7,Valve
Sports,46.61,2021-04-04,8.9,EA
Simulation,40.41,2023-12-07,1.5,Ubisoft
RPG,36.87,2012-12-04,6.0,Valve
RPG,53.55,2024-11-23,8.0,Microsoft
Strategy,4.72,2019-01-21,2.1,Microsoft
Sports,19.85,2011-12-04,4.6,Microsoft
Sports,14.9,2022-11-22,1.4,Valve
Simulation,59.28,2010-04-15,7.1,EA
Simulation,23.36,2014-02-06,3.8,EA
Sports,43.96,2020-06-30,6.0,Valve
Simulation,41.08,2011-01-31,9.4,Nintendo
Sports,12.72,2019-08-19,3.8,Microsoft
Adventure,14.34,2017-04-07,1.4,Ubisoft
Sports,16.88,2019-01-05,7.1,EA
RPG,24.67,2015-07-04,8.1,Indie Studio
Simulation,14.06,2020-08-17,9.6,Valve
Sports,1.18,2023-07-18,2.4,Nintendo
Sports,52.76,2015-06-12,4.5,Sony
Simulation,57.94,2022-06-04,8.6,Valve
Adventure,20.49,2014-07-27,8.3,Indie Studio
Adventure,20.31,2023-08-09,6.6,Nintendo
Simulation,0.43,2023-01-15,3.4,Sony
Action,40.82,2012-11-17,3.6,Nintendo
Simulation,49.53,2017-10-12,2.1,EA
Simulation,8.8,2022-12-07,9.3,Valve
Adventure,9.58,2019-10-25,2.6,Indie Studio
Adventure,47.4,2010-12-14,6.2,Sony
Simulation,36.98,2013-06-17,6.3,Nintendo
Simulation,2.69,2024-01-01,4.3,Sony
Simulation,37.35,2022-10-10,4.2,Ubisoft
Adventure,18.54,2017-07-05,7.0,Indie Studio
Simulation,22.12,2015-09-05,4.5,Valve
Simulation,46.18,2018-08-15,3.3,EA
Strategy,48.66,2013-09-13,4.6,Sony
Action,24.02,2017-09-22,8.3,Microsoft
RPG,56.83,2020-06-24,9.7,Nintendo
Action,24.39,2011-11-01,6.7,Microsoft
Strategy,46.31,2023-03-07,8.0,Sony
RPG,29.03,2017-03-31,5.8,Indie Studio
Simulation,53.85,2010-09-24,6.6,Microsoft
Strategy,54.47,2013-12-09,9.9,Nintendo
Simulation,5.25,2017-05-17,4.9,Sony
Adventure,56.19,2024-12-05,1.6,EA
Sports,49.53,2012-10-19,9.6,EA
Strategy,47.48,2015-07-31,8.1,Valve
Adventure,12.05,2011-07-19,4.6,EA
Strategy,48.31,2024-09-10,9.8,Sony
Strategy,51.01,2012-11-25,4.1,Indie Studio
Adventure,17.35,2013-11-25,4.3,Sony
RPG,57.14,2021-04-16,6.5,EA
Action,2.99,2010-08-08,3.5,Ubisoft
Simulation,8.99,2011-02-10,7.3,Sony
Strategy,32.25,2014-06-26,2.4,Valve
Simulation,34.55,2016-05-07,2.0,Ubisoft
Sports,38.71,2014-10-26,5.8,EA
Adventure,1.02,2014-08-02,6.0,Indie Studio
Simulation,57.62,2012-03-02,2.0,Nintendo
Adventure,2.68,2019-10-23,9.7,Sony
Simulation,8.58,2023-11-07,6.2,Nintendo
Action,0.84,2013-08-02,2.4,Microsoft
Action,34.01,2020-06-30,3.8,Valve
Action,55.94,2023-07-01,8.2,Ubisoft
Action,39.96,2022-01-30,5.7,Nintendo
Action,49.36,2024-10-30,2.7,Valve
Action,0.8,2013-08-23,1.9,Nintendo
Adventure,32.52,2022-03-05,4.9,Nintendo
Strategy,27.57,2011-05-26,4.0,Valve
Simulation,29.94,2017-01-16,6.9,Sony
Action,4.33,2020-10-04,9.3,Nintendo
Adventure,41.07,2011-05-07,3.2,Valve
Adventure,30.19,2014-06-06,8.7,Nintendo
Adventure,45.91,2015-08-19,9.3,Indie Studio
Strategy,29.12,2014-03-01,9.1,Sony
Simulation,8.96,2014-05-03,9.6,Indie Studio
Strategy,38.9,2014-04-25,8.6,Indie Studio
RPG,10.34,2020-10-21,6.3,Valve
Adventure,52.34,2014-10-28,4.7,Indie Studio
RPG,36.79,2015-06-15,5.4,Nintendo
Sports,9.43,2018-09-15,8.9,EA
Action,57.74,2024-09-08,3.7,Sony
Action,31.1,2019-02-09,2.4,Nintendo
Strategy,4.37,2012-11-12,2.3,Ubisoft
Simulation,37.61,2017-12-02,8.4,Valve
RPG,15.19,2017-02-26,7.9,Nintendo
Simulation,48.22,2020-08-28,5.5,Sony
Strategy,49.07,2021-05-07,3.5,Indie Studio
Action,58.74,2011-04-07,7.1,Sony
Simulation,30.11,2022-02-18,1.3,Ubisoft
Simulation,27.3,2013-10-13,6.1,Indie Studio
Action,45.21,2013-02-19,4.6,Ubisoft
RPG,7.95,2019-08-17,9.8,Microsoft
Action,32.81,2022-03-13,5.6,Microsoft
Simulation,32.77,2010-07-12,6.0,Nintendo
RPG,5.37,2019-09-05,7.4,EA
RPG,25.08,2012-01-26,5.4,Indie Studio
Action,51.2,2014-08-12,3.0,Sony
Simulation,51.37,2016-11-30,5.8,EA
Strategy,5.95,2012-04-07,9.5,Indie Studio
Simulation,5.44,2012-06-08,4.7,Indie Studio
Adventure,15.76,2023-01-01,7.1,Indie Studio
Sports,52.49,2016-09-21,9.8,Indie Studio
Strategy,7.73,2016-05-22,8.5,EA
RPG,43.2,2023-07-18,6.9,Nintendo
Strategy,6.07,2010-04-21,7.6,Valve
RPG,37.39,2022-11-29,9.4,Valve
RPG,21.36,2012-03-03,9.6,Valve
Strategy,47.33,2024-05-20,9.7,Ubisoft
RPG,14.02,2022-10-28,6.6,Indie Studio
RPG,38.35,2017-03-28,4.5,Indie Studio
Adventure,14.14,2019-05-08,2.2,Sony
Simulation,42.82,2013-08-02,4.5,Ubisoft
Simulation,52.42,2010-10-24,9.5,Sony
Sports,7.61,2014-06-18,9.0,Microsoft
Sports,52.0,2011-07-23,5.7,Sony
Adventure,35.61,2024-06-19,5.8,Sony
Sports,7.63,2023-06-29,3.8,Nintendo
Strategy,25.65,2022-11-19,5.1,Valve
Action,9.65,2021-04-04,7.4,Indie Studio
Action,42.02,2024-12-18,4.6,Ubisoft
Action,45.53,2010-03-13,2.7,Microsoft
Adventure,6.35,2021-12-14,5.9,Ubisoft
Adventure,30.37,2021-12-31,3.0,Indie Studio
RPG,48.88,2010-03-07,9.8,Nintendo
Action,56.17,2012-05-29,4.5,Sony
Strategy,30.81,2010-03-09,9.2,Microsoft
Sports,57.02,2013-05-01,3.0,Valve
Strategy,32.14,2018-04-16,2.7,Indie Studio
Sports,23.65,2023-11-18,6.6,EA
Action,50.89,2018-11-14,8.0,EA
Action,29.58,2019-07-13,6.1,Nintendo
Action,28.31,2011-05-23,3.1,Valve
Adventure,29.42,2020-03-03,1.3,EA
Sports,50.81,2017-11-24,6.6,EA
Adventure,49.92,2013-01-30,2.2,Indie Studio
Adventure,24.21,2012-06-04,4.1,Microsoft
Simulation,20.0,2017-10-12,7.1,Microsoft
Strategy,29.52,2020-08-13,1.9,Indie Studio
Strategy,34.37,2023-05-03,2.1,Ubisoft
RPG,14.3,2016-11-30,1.6,Indie Studio
Adventure,47.64,2012-07-14,10.0,Valve
Sports,29.19,2021-07-17,4.5,EA
Simulation,20.04,2015-04-23,9.2,Microsoft
Simulation,6.41,2020-06-11,3.6,Indie Studio
Strategy,14.33,2019-03-17,7.8,Microsoft
Adventure,56.96,2022-07-20,3.0,Microsoft
RPG,18.31,2018-11-07,5.5,Ubisoft
Adventure,10.13,2020-04-02,8.4,Valve
Action,27.64,2019-06-28,8.3,Sony
Adventure,18.43,2011-03-17,8.1,Microsoft
Action,2.11,2019-11-21,8.4,Valve
Action,19.39,2011-04-07,2.9,Nintendo
RPG,32.65,2011-09-04,5.3,Ubisoft
Sports,33.1,2024-10-27,5.4,Sony
Strategy,21.39,2019-07-04,9.0,Microsoft
Adventure,26.84,2023-09-22,3.7,Indie Studio
Action,57.93,2018-08-30,9.4,Microsoft
Adventure,22.64,2010-01-06,5.1,Ubisoft
Sports,15.49,2023-01-29,7.0,Ubisoft
Strategy,14.61,2020-11-14,3.4,EA
Sports,27.47,2017-10-29,4.7,Microsoft
Strategy,45.57,2017-02-19,7.4,Valve
Simulation,12.36,2010-04-09,5.6,Ubisoft
Strategy,42.56,2011-06-10,9.4,Ubisoft
RPG,1.27,2013-03-26,7.6,Nintendo
Sports,25.14,2014-08-17,6.1,Nintendo
Action,46.55,2013-02-12,9.0,Nintendo
Simulation,20.32,2022-04-19,7.0,Ubisoft
RPG,33.82,2023-04-28,6.8,Sony
Adventure,12.3,2018-05-30,3.2,Valve
Sports,44.52,2018-01-06,4.6,Ubisoft
Action,3.14,2017-08-24,7.1,Indie Studio
Strategy,51.15,2023-01-31,9.0,Indie Studio
Action,11.89,2010-01-15,3.8,EA
Adventure,52.46,2016-08-12,2.9,Indie Studio
Simulation,21.15,2017-05-09,6.3,Microsoft
Simulation,43.36,2017-12-10,1.6,Sony
Sports,19.15,2013-05-21,7.4,Sony
Simulation,54.35,2021-03-24,7.3,Valve
Sports,7.6,2018-10-26,4.2,Sony
Sports,10.71,2014-05-27,9.0,Valve
Sports,29.58,2019-10-04,5.5,Indie Studio
Strategy,4.92,2019-01-11,6.8,Sony
RPG,11.76,2017-03-18,2.9,Microsoft
Sports,56.63,2020-08-26,4.8,Valve
Sports,58.59,2021-09-04,8.8,Nintendo
RPG,22.58,2017-09-09,2.9,Nintendo
Action,55.4,2012-03-02,4.5,Sony
Sports,32.69,2012-09-26,3.9,Sony
Strategy,16.18,2010-06-01,2.4,Indie Studio
Simulation,42.14,2018-05-22,3.6,Valve
Simulation,39.53,2022-08-05,3.1,Indie Studio
Adventure,59.35,2015-09-23,9.3,Valve
Adventure,15.9,2022-08-05,7.7,Microsoft
Simulation,40.32,2021-03-06,3.8,Ubisoft
Simulation,3.12,2021-01-09,7.9,Nintendo
Strategy,6.82,2018-02-25,1.2,Ubisoft
RPG,0.24,2012-04-22,5.7,Ubisoft
Adventure,59.97,2022-03-05,3.3,EA
RPG,48.14,2020-05-21,2.0,Valve
Strategy,47.2,2015-09-02,9.0,EA
Simulation,30.58,2014-07-18,2.8,EA
Sports,18.0,2011-08-21,8.4,Ubisoft
RPG,9.08,2024-02-19,4.7,EA
Simulation,17.08,2016-11-18,1.1,Microsoft
Simulation,22.56,2021-04-28,7.6,Valve
Action,45.38,2021-09-10,6.4,Ubisoft
RPG,32.38,2023-12-13,4.1,Valve
Sports,4.65,2019-11-13,3.5,Microsoft
RPG,1.08,2013-05-01,1.7,Sony
Simulation,6.14,2016-04-10,9.5,EA
Sports,24.63,2023-07-03,5.4,Ubisoft
Strategy,55.99,2020-06-08,1.8,Nintendo
Action,38.24,2024-02-12,8.8,Valve
Simulation,48.11,2023-09-03,3.5,Indie Studio
Adventure,27.98,2024-01-30,2.8,Microsoft
Adventure,21.7,2012-07-20,3.5,EA
Action,6.5,2015-11-09,6.1,Valve
Strategy,52.56,2020-12-16,1.7,Microsoft
Simulation,46.99,2018-02-26,5.3,Valve
RPG,10.09,2024-08-22,9.1,Sony
Action,30.74,2024-07-27,2.7,Indie Studio
Strategy,29.24,2024-12-22,4.0,Microsoft
RPG,37.51,2020-08-28,4.6,Valve
Adventure,56.77,2024-02-14,6.3,Indie Studio
Adventure,34.79,2022-08-01,9.3,Sony
RPG,32.41,2017-12-28,4.6,Sony
Action,3.02,2017-01-08,1.6,Sony
Adventure,3.77,2014-10-30,4.1,EA
Simulation,11.24,2015-12-11,2.7,Microsoft
Sports,1.95,2010-12-02,6.9,Valve
RPG,44.6,2013-03-22,1.3,Valve
RPG,43.4,2018-04-10,3.6,Indie Studio
Adventure,8.16,2012-02-18,5.9,Indie Studio
Action,50.16,2013-03-31,3.5,Microsoft
Simulation,9.29,2018-12-30,6.0,Sony
Action,18.07,2019-06-10,2.0,Valve
Strategy,14.94,2020-12-05,9.5,Valve
Strategy,22.34,2016-10-06,3.6,Sony
Sports,15.28,2012-07-27,9.3,Nintendo
Adventure,29.34,2023-06-01,3.9,Nintendo
Adventure,24.44,2020-12-20,8.0,Sony
Adventure,59.19,2015-04-20,3.2,Indie Studio
Sports,3.36,2011-09-26,7.0,EA
Strategy,8.53,2013-06-07,3.9,Indie Studio
Action,3.17,2012-12-18,5.6,Indie Studio
Sports,37.55,2015-11-14,7.1,Valve
Sports,3.27,2013-07-09,6.3,Indie Studio
Action,50.19,2010-12-20,6.2,Valve
Adventure,30.72,2024-05-22,1.6,Nintendo
Simulation,31.62,2015-03-01,3.2,Indie Studio
Action,33.7,2014-12-24,6.1,Sony
Strategy,10.25,2023-11-11,1.2,Microsoft
RPG,11.86,2016-11-25,3.3,Microsoft
RPG,19.13,2020-12-22,3.1,Indie Studio
Sports,35.61,2018-04-11,3.2,EA
RPG,12.61,2017-01-28,5.8,Indie Studio
Simulation,6.98,2024-06-01,6.2,Sony
Adventure,58.21,2014-03-28,9.2,Nintendo
Strategy,1.32,2021-01-01,4.5,Nintendo
Simulation,48.16,2021-07-06,9.3,Indie Studio
Strategy,47.28,2013-09-30,6.9,Valve
Strategy,17.83,2019-02-20,9.2,Ubisoft
Adventure,8.14,2014-10-24,8.5,EA
Sports,8.74,2023-12-08,7.2,EA
RPG,41.85,2014-02-26,4.2,Ubisoft
Adventure,38.57,2024-12-05,3.2,Microsoft
Simulation,46.96,2023-06-19,3.0,Microsoft
Sports,56.25,2019-07-17,9.6,Microsoft
Simulation,41.52,2020-02-03,9.6,Nintendo
Sports,9.35,2023-10-12,7.5,Sony
Simulation,14.61,2018-05-11,9.0,EA
Adventure,50.53,2017-05-20,9.3,Ubisoft
Sports,12.56,2010-07-10,5.6,Valve
Sports,4.35,2012-07-21,6.7,Indie Studio
Strategy,42.2,2021-08-08,4.8,Valve
Strategy,24.15,2018-11-13,4.8,Indie Studio
Action,55.2,2016-01-25,1.3,Nintendo
Simulation,39.02,2011-07-20,4.9,EA
Strategy,5.43,2024-09-22,7.1,Sony
Action,56.87,2013-02-08,4.8,EA
Strategy,15.51,2012-01-14,8.9,Indie Studio
Simulation,20.23,2011-11-04,4.0,Microsoft
Sports,24.14,2017-12-21,2.2,Valve
RPG,3.07,2011-06-15,8.3,EA
Simulation,29.79,2024-10-23,7.1,Valve
Adventure,7.4,2018-04-10,3.2,Ubisoft
Strategy,24.06,2011-07-16,5.8,Ubisoft
Strategy,21.04,2010-10-29,4.6,Valve
Sports,46.37,2020-04-25,9.4,Sony
Adventure,48.19,2021-09-20,6.5,Sony
Sports,9.2,2011-05-25,2.4,EA
Adventure,21.99,2024-11-12,5.5,Valve
RPG,22.4,2024-12-18,8.8,Nintendo
Strategy,9.08,2019-06-08,7.0,Sony
Strategy,47.91,2016-01-13,8.6,Indie Studio
RPG,42.43,2017-10-05,3.3,Sony
Action,11.42,2012-03-05,9.0,Microsoft
Sports,22.0,2016-10-15,7.8,Ubisoft
RPG,6.35,2014-03-04,7.6,Sony
Sports,37.69,2023-04-19,4.1,Indie Studio
Simulation,7.28,2016-01-04,9.0,Sony
Strategy,59.16,2016-12-03,6.7,Indie Studio
Sports,46.84,2011-03-11,8.7,Microsoft
Adventure,23.41,2015-08-01,4.2,Indie Studio
Sports,34.71,2014-09-03,2.3,Sony
Simulation,54.68,2010-03-10,4.0,Microsoft
Strategy,33.25,2015-03-20,5.1,Valve
RPG,10.47,2020-11-03,5.8,Valve
Simulation,22.72,2018-01-30,5.6,Ubisoft
Strategy,50.59,2022-09-24,5.9,EA
Sports,38.65,2017-06-06,8.6,Microsoft
Action,39.04,2024-10-07,2.5,Sony
Action,52.01,2019-03-24,3.8,EA
Adventure,53.64,2022-08-01,9.0,Valve
Strategy,55.19,2020-03-16,6.0,Sony
Action,5.69,2016-08-01,6.3,EA
RPG,32.65,2019-02-08,5.3,Microsoft
Strategy,44.43,2019-09-17,5.9,Microsoft
RPG,45.42,2016-04-22,2.8,EA
RPG,36.4,2020-01-30,5.9,Indie Studio
Action,10.01,2018-10-27,10.0,Microsoft
Strategy,47.85,2021-12-23,6.1,Nintendo
Sports,43.21,2012-12-18,1.4,Valve
Simulation,5.17,2011-03-22,8.2,Ubisoft
Action,27.83,2023-07-03,4.6,Ubisoft
Action,10.44,2023-04-13,2.4,Nintendo
Sports,20.25,2014-05-12,8.8,EA
Strategy,1.08,2024-03-07,2.8,Microsoft
Strategy,24.02,2017-08-07,9.3,Nintendo
RPG,32.99,2020-06-13,5.0,Nintendo
Sports,37.17,2018-05-12,7.7,Microsoft
Sports,39.81,2014-05-10,5.9,Valve
Strategy,50.18,2016-02-10,3.3,Microsoft
RPG,12.93,2024-01-06,7.0,Microsoft
Action,7.23,2014-04-11,9.6,Indie Studio
Adventure,51.09,2021-09-12,7.9,Sony
Simulation,9.4,2019-12-26,6.4,EA
Action,58.49,2023-07-14,9.9,Ubisoft
Strategy,50.55,2018-11-13,3.4,Ubisoft
Simulation,30.05,2024-08-19,1.6,Nintendo
Adventure,58.89,2014-05-20,1.3,Indie Studio
Adventure,5.84,2015-08-19,7.4,Nintendo
RPG,18.18,2021-11-10,8.5,Nintendo
Simulation,38.29,2011-12-11,6.7,EA
RPG,21.0,2018-02-19,9.1,Nintendo
Action,55.7,2017-06-25,7.3,Nintendo
Sports,3.94,2012-03-04,4.3,Sony
Sports,32.96,2018-06-27,2.6,EA
Sports,35.45,2017-10-26,9.3,Valve
Simulation,39.16,2010-01-27,1.9,Indie Studio
Sports,15.34,2018-12-12,5.9,Valve
Action,21.87,2024-07-28,3.8,Microsoft
RPG,50.62,2010-03-26,3.4,Sony
Simulation,11.7,2018-06-29,6.8,Ubisoft
RPG,49.61,2013-01-27,3.1,Microsoft
Simulation,33.76,2024-07-15,9.2,Valve
RPG,45.73,2010-01-12,4.7,EA
Adventure,42.82,2023-12-27,7.1,Ubisoft
RPG,12.45,2014-10-15,7.5,Nintendo
Sports,34.13,2018-07-07,7.1,EA
Adventure,52.06,2015-02-20,9.1,Ubisoft
RPG,25.93,2017-03-04,3.1,Valve
Simulation,58.0,2024-10-27,1.8,Microsoft
Simulation,27.13,2010-06-29,1.5,Nintendo
Simulation,8.57,2012-03-07,8.9,Nintendo
Strategy,23.37,2020-06-10,9.8,Indie Studio
Action,57.1,2015-07-18,3.7,EA
Simulation,19.18,2018-10-23,7.2,Microsoft
Adventure,52.09,2012-06-05,1.1,Nintendo
Simulation,52.88,2016-10-04,2.7,Ubisoft
Strategy,21.01,2019-04-11,7.2,Indie Studio
Sports,5.0,2024-06-21,1.6,Indie Studio
Adventure,43.47,2014-02-28,5.2,Sony
Strategy,18.69,2016-08-29,7.0,Valve
Sports,46.98,2023-04-29,7.9,EA
Adventure,26.56,2024-09-18,5.1,Microsoft
RPG,29.12,2023-11-03,6.7,Sony
Action,46.67,2012-07-05,5.9,Sony
Action,22.94,2015-09-02,1.5,EA
Strategy,26.59,2020-11-20,7.7,Ubisoft
Sports,22.57,2014-11-17,2.6,Microsoft
Action,22.04,2010-12-05,1.3,Valve
Sports,31.56,2014-02-25,5.1,EA
Sports,48.53,2017-11-10,8.8,Microsoft
Strategy,21.71,2019-10-23,2.4,Sony
Strategy,31.46,2012-07-03,1.1,Sony
Strategy,40.24,2019-01-04,2.0,EA
Action,16.17,2022-07-07,4.3,Microsoft
Strategy,16.65,2013-12-17,6.2,Sony
Action,56.0,2013-10-11,2.7,EA
Strategy,43.41,2014-01-23,8.2,Indie Studio
Simulation,34.63,2015-09-06,7.8,EA
Sports,38.86,2012-03-11,7.3,Valve
Strategy,1.76,2013-05-31,5.4,EA
Adventure,37.09,2023-07-31,4.3,Indie Studio
Sports,30.57,2017-06-30,4.4,Microsoft
Sports,32.74,2024-06-03,5.5,Microsoft
Strategy,21.57,2019-07-28,1.7,Sony
RPG,4.89,2023-03-28,7.1,Nintendo
Strategy,11.6,2024-12-23,4.2,Valve
Sports,57.04,2018-12-02,3.0,Microsoft
Adventure,24.52,2020-08-13,3.5,Sony
Sports,28.0,2012-09-08,2.6,Sony
Adventure,3.16,2016-10-12,9.1,Valve
Action,2.25,2015-09-20,2.5,Valve
Simulation,43.03,2018-01-31,8.9,Sony
Sports,32.29,2012-10-08,6.2,Indie Studio
Strategy,30.52,2019-06-27,8.8,Nintendo
Action,14.59,2017-07-13,5.3,Indie Studio
Simulation,44.69,2015-10-28,9.3,Ubisoft
Strategy,10.09,2023-03-06,2.9,Indie Studio
RPG,11.4,2020-07-28,6.0,Sony
Strategy,27.64,2017-02-04,2.1,Valve
Adventure,17.18,2014-01-13,5.0,EA
Adventure,14.85,2016-11-26,6.1,EA
RPG,38.71,2013-03-11,6.5,Valve
Action,39.06,2019-02-05,4.3,Indie Studio
Simulation,49.47,2011-09-02,1.7,Valve
Strategy,25.06,2015-12-24,6.9,Ubisoft
Adventure,4.39,2016-12-06,5.4,Microsoft
Action,16.42,2024-11-14,2.2,Valve
RPG,58.8,2017-11-01,9.4,EA
Sports,35.78,2022-09-25,9.6,Nintendo
Adventure,42.58,2014-07-14,8.7,Valve
RPG,0.44,2014-10-22,8.6,Ubisoft
Strategy,31.09,2010-02-15,1.9,Nintendo
Simulation,2.25,2013-06-13,9.9,Ubisoft
Adventure,34.15,2024-02-24,4.6,Nintendo
Adventure,55.25,2022-09-13,2.5,Valve
Strategy,58.11,2018-11-07,8.3,EA
Sports,32.43,2013-12-22,3.0,Nintendo
Action,27.49,2015-10-20,5.7,Sony
Simulation,56.7,2017-01-11,2.2,Microsoft
Adventure,40.42,2015-06-16,5.3,Ubisoft
Simulation,3.89,2023-09-18,6.0,Nintendo
Adventure,27.94,2018-07-21,5.0,Ubisoft
